x,y
0.943762635,0.833530674
0.945709593,0.831829955
0.947651311,0.830128695
0.949587815,0.828426897
0.951519135,0.826724563
0.953445298,0.825618015
0.955366331,0.823911027
0.957282262,0.822203537
0.959193117,0.820495542
0.961098924,0.81878704
0.962999709,0.817078029
0.964895499,0.815941463
0.966786319,0.814228067
0.968672196,0.812514179
0.970553155,0.810799793
0.972429223,0.809084904
0.974300424,0.807369504
0.976166783,0.806204679
0.978028326,0.804485083
0.979885078,0.802764981
0.981737062,0.801044363
0.983584304,0.799323219
0.985426827,0.797601541
0.987264656,0.795879316
0.989097815,0.794684112
0.990926327,0.792957812
0.992750215,0.791230956
0.994569504,0.789503531
0.996384215,0.787775524
0.998194373,0.786046922
1,0.78431771
1.001801118,0.783093457
1.003597751,0.781360211
1.005389919,0.779626333
1.007177646,0.777891807
1.008960954,0.776156616
1.010739864,0.774420745
1.012514397,0.772684175
1.014284576,0.771431809
1.016050422,0.769691175
1.017811955,0.767949807
1.019569197,0.766207686
1.021322169,0.764464795
1.023070891,0.762721113
1.024815384,0.76097662
1.026555668,0.759231296
1.028291764,0.757948076
1.030023692,0.756198564
1.031751471,0.754448172
1.033475122,0.75269688
1.035194664,0.750944663
1.036910117,0.749191499
1.038621499,0.747437365
1.040328832,0.745682236
1.042032132,0.743926089
1.043731421,0.742608862
1.045426715,0.740848288
1.047118035,0.739086634
1.048805398,0.737323873
1.050488824,0.735559979
1.05216833,0.733794925
1.053843935,0.732028684
1.055515656,0.730261227
1.057183512,0.728492527
1.058847521,0.726722554
1.0605077,0.725367437
1.062164068,0.723592653
1.06381664,0.721816519
1.065465435,0.720039004
1.06711047,0.718260076
1.068751762,0.716479704
1.070389328,0.714697855
1.072023185,0.712914497
1.073653349,0.711129596
1.075279838,0.709343118
1.076902668,0.707555029
1.078521855,0.706156991
1.080137416,0.704363522
1.081749366,0.702568344
1.083357722,0.700771421
1.084962501,0.698972716
1.086563717,0.69717219
1.088161386,0.695369805
1.089755525,0.693565521
1.091346149,0.691759299
1.092933273,0.689951098
1.094516912,0.688140877
1.096097083,0.686328595
1.097673799,0.684514208
1.099247077,0.683062399
1.100816931,0.681241737
1.102383375,0.679418846
1.103946426,0.67759368
1.105506097,0.675766193
1.107062403,0.673936337
1.108615358,0.672104066
1.110164977,0.670269329
1.111711275,0.668432078
1.113254265,0.666592261
1.114793961,0.664749828
1.116330378,0.662904725
1.11786353,0.661056901
1.11939343,0.6592063
1.120920092,0.657352868
1.12244353,0.655496547
1.123963757,0.653970987
1.125480787,0.652106887
1.126994633,0.650239728
1.128505309,0.64836945
1.130012828,0.646495992
1.131517203,0.64461929
1.133018447,0.64273928
1.134516573,0.640855896
1.136011595,0.638969072
1.137503524,0.63707874
1.138992374,0.63518483
1.140478157,0.633287271
1.141960886,0.631385991
1.143440574,0.629480915
1.144917233,0.627571969
1.146390875,0.625659075
1.147861512,0.623742155
1.149329158,0.621821128
1.150793823,0.619895912
1.152255521,0.617966423
1.153714263,0.616329716
1.15517006,0.614389665
1.156622926,0.612445079
1.158072871,0.610495867
1.159519908,0.608541935
1.160964047,0.606583187
1.162405302,0.604619523
1.163843682,0.602650843
1.1652792,0.600677044
1.166711867,0.598698019
1.168141694,0.596713661
1.169568692,0.594723857
1.170992874,0.592728495
1.172414249,0.590727456
1.173832828,0.588720621
1.175248624,0.586707867
1.176661646,0.584689067
1.178071905,0.582664092
1.179479413,0.580632808
1.18088418,0.578595077
1.182286216,0.57655076
1.183685533,0.57449971
1.18508214,0.57244178
1.186476049,0.570633174
1.187867269,0.568559264
1.189255812,0.566477998
1.190641686,0.564389206
1.192024903,0.562292717
1.193405473,0.560188353
1.194783406,0.558075929
1.196158711,0.555955256
1.1975314,0.553826138
1.198901481,0.551688373
1.200268965,0.549541752
1.201633861,0.547386059
1.20299618,0.54522107
1.204355931,0.543046556
1.205713123,0.540862275
1.207067766,0.538667981
1.208419871,0.536463416
1.209769446,0.534473956
1.2111165,0.532246218
1.212461044,0.530007373
1.213803086,0.527757122
1.215142636,0.525495155
1.216479704,0.523221149
1.217814297,0.520934767
1.219146426,0.518635661
1.220476099,0.516323466
1.221803326,0.5139978
1.223128115,0.511658267
1.224450476,0.509304451
1.225770417,0.507138771
1.227087947,0.50475314
1.228403075,0.50235185
1.229715809,0.499934404
1.231026159,0.497500276
1.232334134,0.495048917
1.23363974,0.492579749
1.234942988,0.490092162
1.236243886,0.487585514
1.237542441,0.485243785
1.238838664,0.482694886
1.240132561,0.48012476
1.241424142,0.477532604
1.242713414,0.474917568
1.244000385,0.472278749
1.245285065,0.469786872
1.246567461,0.467095354
1.247847581,0.464376951
1.249125434,0.461630492
1.250401027,0.458854727
1.251674368,0.45604831
1.252945465,0.453367683
1.254214326,0.450493153
1.25548096,0.447583247
1.256745373,0.444636141
1.258007574,0.441797833
1.259267569,0.438767682
1.260525368,0.435693778
1.261780978,0.432713615
1.263034406,0.429541517
1.264285659,0.426317017
1.265534746,0.423168363
1.266781674,0.419825337
1.26802645,0.416418082
1.269269082,0.413064528
1.270509577,0.40951035
1.271747942,0.405991485
1.272984185,0.402264439
1.274218312,0.398550081
1.275450332,0.394615595
1.276680252,0.39066485
1.277908078,0.386475072
1.279133817,0.38223008
1.280357477,0.37780586
1.281579065,0.373175418
1.282798588,0.368222772
1.284016052,0.36306965
1.285231466,0.357638053
1.286444834,0.351690082
1.287656165,0.345163484
1.288865466,0.337876297
1.290072742,0.329306791
1.291278002,0.318309202
1.29248125,0.29248125
1.290560217,0.294402284
1.287688226,0.297274275
1.284827624,0.300134877
1.281978321,0.302984179
1.279140229,0.305822272
1.276313259,0.308649241
1.273497325,0.311465175
1.270692341,0.31427016
1.267898222,0.317064279
1.289739587,0.319847617
1.286937187,0.322620256
1.284145366,0.32538228
1.281364043,0.328133767
1.288504733,0.3308748
1.285732352,0.333605456
1.282970213,0.336325815
1.28770581,0.339035953
1.284955042,0.341735946
1.282214276,0.344425872
1.285713846,0.347105804
1.282985477,0.349775816
1.285698934,0.352435982
1.282983612,0.355086374
1.285142455,0.357727064
1.282440555,0.360358121
1.27974812,0.362979617
1.281494081,0.365591621
1.278815137,0.3681942
1.280233936,0.370787424
1.281383125,0.373371358
1.278722407,0.375946069
1.279651714,0.378511623
1.277004786,0.381068085
1.277748379,0.383615519
1.275115201,0.386153987
1.275699595,0.388683555
1.276140819,0.391204282
1.273526357,0.393716232
1.273846462,0.396219465
1.274054353,0.398714041
1.271458648,0.40120002
1.271571163,0.403677461
1.271593005,0.406146422
1.269015989,0.408606962
1.268960789,0.411059137
1.268830605,0.413503005
1.266272139,0.415938621
1.266078492,0.41836604
1.265821693,0.420785319
1.265506599,0.42319651
1.262971695,0.425599669
1.262607828,0.427994849
1.262193821,0.430382101
1.261733114,0.43276148
1.259221473,0.435133035
1.258722327,0.437496819
1.258182368,0.439852883
1.25760413,0.442201276
1.255115373,0.444542049
1.254506263,0.446875251
1.253863277,0.44920093
1.253188344,0.451519135
1.252483234,0.453829914
1.250021947,0.456133314
1.249293295,0.458429382
1.248537588,0.460718165
1.247756217,0.462999709
1.246950472,0.46527406
1.246121554,0.467541262
1.245270577,0.46980136
1.242845851,0.4720544
1.24197871,0.474300424
1.241091505,0.476539476
1.240185145,0.4787716
1.239260482,0.480996839
1.238318317,0.483215234
1.2373594,0.485426827
1.234969911,0.487631661
1.233999624,0.489829776
1.233013937,0.492021213
1.232013476,0.494206013
1.230998835,0.496384215
1.229970575,0.49855586
1.228929226,0.500720987
1.22787529,0.502879635
1.226809244,0.505031842
1.225731541,0.507177646
1.22338925,0.509317087
1.222304726,0.511450201
1.221209356,0.513577026
1.220103527,0.515697598
1.21898761,0.517811955
1.217861955,0.519920132
1.216726898,0.522022166
1.21558276,0.524118093
1.214429844,0.526207947
1.213268444,0.528291764
1.212098838,0.530369579
1.210921293,0.532441426
1.209736063,0.534507339
1.207450408,0.536567352
1.206261788,0.538621499
1.205065934,0.540669814
1.20386307,0.542712328
1.202653411,0.544749075
1.201437162,0.546780088
1.200214522,0.548805398
1.198985678,0.550825038
1.197750815,0.552839039
1.196510105,0.554847432
1.195263718,0.55685025
1.194011813,0.558847521
1.192754548,0.560839278
1.19149207,0.562825551
1.190224523,0.564806369
1.188952046,0.566781763
1.187674772,0.568751762
1.186392827,0.570716395
1.184177172,0.572675693
1.182894238,0.574629683
1.181606849,0.576578394
1.180315121,0.578521855
1.179019163,0.580460094
1.177719081,0.582393139
1.176414979,0.584321018
1.175106955,0.586243758
1.173795105,0.588161386
1.172479519,0.590073931
1.171160287,0.591981417
1.169837495,0.593883874
1.168511225,0.595781325
1.167181556,0.597673799
1.165848565,0.599561321
1.164512327,0.601443917
1.163172913,0.603321612
1.161830392,0.605194432
1.160484831,0.607062403
1.159136295,0.608925548
1.157784844,0.610783894
1.15643054,0.612637465
1.15507344,0.614486285
1.1537136,0.616330378
1.151577069,0.61816977
1.150217462,0.620004482
1.148855195,0.62183454
1.147490318,0.623659967
1.14612288,0.625480787
1.144752928,0.627297022
1.143380507,0.629108695
1.14200566,0.630915829
1.140628429,0.632718448
1.139248855,0.634516573
1.137866976,0.636310227
1.136482831,0.638099433
1.135096456,0.639884211
1.133707885,0.641664584
1.132317153,0.643440574
1.130924291,0.645212202
1.12952933,0.64697949
1.128132301,0.648742458
1.126733233,0.650501128
1.125332152,0.652255521
1.123929087,0.654005657
1.121849481,0.655751558
1.120446834,0.657493243
1.119042227,0.659230733
1.117635682,0.660964047
1.116227224,0.662693207
1.114816872,0.664418232
1.113404647,0.666139142
1.111990571,0.667855955
1.11057466,0.669568692
1.109156934,0.671277373
1.107737409,0.672982015
1.106316101,0.674682639
1.104893027,0.676379263
1.103468201,0.678071905
1.102041636,0.679760585
1.100613347,0.681445321
1.099183344,0.683126132
1.097141715,0.684803035
1.095711958,0.686476049
1.094280486,0.688145192
1.092847309,0.689810481
1.091412436,0.691471935
1.089975877,0.693129571
1.08853764,0.694783406
1.087097733,0.696433458
1.085656162,0.698079745
1.084212934,0.699722282
1.082768056,0.701361088
1.081321531,0.70299618
1.079873364,0.704627573
1.07842356,0.706255286
1.076407816,0.707879333
1.074957964,0.709499733
1.073506456,0.7111165
1.072053293,0.712729652
1.070598477,0.714339205
1.069142009,0.715945174
1.06768389,0.717547576
1.06622412,0.719146426
1.064762699,0.72074174
1.063299625,0.722333533
1.061834898,0.723921822
1.060368516,0.725506621
1.058371033,0.727087947
1.056904262,0.728665813
1.055435804,0.730240235
1.053965655,0.731811228
1.052493811,0.733378808
1.051020267,0.734942988
1.049545019,0.736503784
1.048068061,0.73806121
1.046589388,0.739615281
1.045108993,0.74116601
1.043626869,0.742713414
1.041642815,0.744257504
1.040159924,0.745798297
1.038675262,0.747335806
1.03718882,0.748870044
1.035700589,0.750401027
1.03421056,0.751928766
1.032718724,0.753453277
1.03122507,0.754974573
1.029729588,0.756492667
1.028232267,0.758007574
1.026257579,0.759519305
1.024759089,0.761027875
1.023258708,0.762533296
1.021756422,0.764035582
1.020252218,0.765534746
1.018746082,0.767030801
1.017238002,0.76852376
1.015727962,0.770013635
1.014215947,0.771500439
1.012247281,0.772984185
1.010733687,0.774464885
1.009218057,0.775942552
1.007700372,0.777417198
1.006180618,0.778888836
1.004658776,0.780357477
1.003134827,0.781823135
1.001608755,0.78328582
0.999643448,0.784745546
0.998115387,0.786202324
0.99658513,0.787656165
0.995052657,0.789107083
0.993517947,0.790555088
0.99198098,0.792000192
0.990441732,0.793442406
0.988900183,0.794881743
0.986936135,0.796318214
0.985392142,0.79775183
0.983845765,0.799182603
0.98229698,0.800610543
0.980745763,0.802035662
0.979192088,0.803457971
0.977635929,0.804877481
0.976077259,0.806294203
0.974112221,0.807708149
0.9725506,0.809119328
0.970986375,0.810527752
0.969419518,0.811933431
0.967849999,0.813336376
0.966277788,0.814736598
0.964702854,0.816134108
0.962735087,0.817528915
0.961156708,0.81892103
0.9595755,0.820310464
0.957991432,0.821697227
0.95640447,0.823081329
0.954814578,0.82446278
0.953221722,0.82584159
0.95124922,0.82721777
0.949652368,0.82859133
0.948052434,0.829962279
0.946449378,0.831330628
0.944843163,0.832696386
0.943233747,0.834059562
0.941621092,0.835420168
0.939641665,0.836778212
0.9380244,0.838133704
0.936403761,0.839486654
0.934779702,0.840837071
0.93315218,0.842184965
0.931521149,0.843530344
0.929886561,0.844873219
0.927897805,0.846213599
0.926257918,0.847551493
0.924614321,0.84888691
0.922966964,0.850219859
0.921315795,0.85155035
0.919660761,0.852878391
0.917662046,0.854203992
0.916001049,0.855527161
0.914336015,0.856847907
0.912666885,0.85816624
0.910993602,0.859482168
0.909316104,0.860795699
0.907634329,0.862106843
0.905621069,0.863415609
0.903932457,0.864722003
0.902239371,0.866026037
0.900541742,0.867327717
0.898839503,0.868627052
0.897132581,0.869924051
0.895104374,0.871218723
0.893389761,0.872511075
0.891670241,0.873801115
0.889945735,0.875088853
0.888216166,0.876374296
0.886481451,0.877657452
0.884741508,0.87893833
0.882692174,0.880216937
0.880943393,0.881493282
0.879189118,0.882767373
0.877429258,0.884039218
0.875663718,0.885308823
0.873892403,0.886576199
0.871821697,0.887841351
0.870040403,0.889104288
0.868253027,0.890365018
0.866459461,0.891623549
0.864659597,0.892879887
0.86285332,0.894134041
0.861040514,0.895386019
0.858940011,0.896635827
0.857115663,0.897883474
0.855284418,0.899128966
0.853446148,0.900372312
0.851600719,0.901613518
0.849747993,0.902852592
0.847887829,0.904089542
0.84575158,0.905324374
0.843877985,0.906557096
0.841996504,0.907787714
0.840106976,0.909016237
0.838209238,0.910242671
0.83630312,0.911467024
0.834388448,0.912689302
0.832209242,0.913909512
0.830278819,0.915127662
0.828339285,0.916343758
0.826390438,0.917557808
0.824432074,0.918769817
0.822463979,0.919979794
0.820485931,0.921187744
0.818254842,0.922393675
0.816258138,0.923597593
0.814250774,0.924799506
0.812232495,0.925999419
0.810203037,0.927197339
0.808162124,0.928393273
0.80610947,0.929587228
0.804044777,0.93077921
0.801967737,0.931969225
0.799652441,0.933157281
0.797551736,0.934343383
0.795437684,0.935527538
0.793309919,0.936709752
0.79116806,0.937890032
0.789011708,0.939068383
0.786840447,0.940244813
0.78465384,0.941419328
0.782451429,0.942591933
0.780232736,0.943762635
0.777791871,0.944931441
0.77554121,0.946098355
0.773272691,0.947263385
0.770985732,0.948426536
0.768679714,0.949587815
0.766353987,0.950747228
0.764007864,0.951904779
0.761640618,0.953060476
0.759251478,0.954214325
0.756839628,0.955366331
0.754404198,0.9565165
0.751944266,0.957664838
0.749458849,0.958811351
0.746946895,0.959956044
0.744407282,0.961098924
0.741838807,0.962239996
0.739240179,0.963379266
0.736610008,0.964516739
0.733946799,0.965652422
0.731248932,0.966786319
0.728514656,0.967918437
0.725742066,0.969048781
0.722929089,0.970177356
0.720073459,0.971304168
0.71717269,0.972429223
0.714224051,0.973552526
0.71122452,0.974674082
0.708309953,0.975793897
0.705195186,0.976911977
0.702018197,0.978028326
0.698774279,0.97914295
0.695458096,0.980255855
0.692063568,0.981367045
0.688703315,0.982476526
0.685126467,0.983584304
0.681446621,0.984690382
0.677760913,0.985794768
0.673835344,0.986897465
0.669765838,0.987998479
0.665628013,0.989097815
0.661200894,0.990195478
0.656638079,0.991291473
0.651800187,0.992385806
0.64655239,0.993478481
0.640964423,0.994569504
0.634823822,0.995658878
0.627962672,0.996746611
0.619833281,0.997832705
0.609448605,0.998917166
0.584962501,1
